"id","card_id","creation_date","last_update","provider_card_id","design","activation_date","deactivation_date","deactivation_reason","shipping_address_id","pin_set_date","pin_id","last_pan_digits"
"199,270","110,165",2020-01-05 00:59:01,2020-07-20 08:31:38,"110165_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,274","110,171",2020-01-05 11:04:39,2020-07-20 08:31:45,"110171_2",black_physical,2020-05-11 01:56:07,2020-07-22 13:20:46,program_terminated,,2020-05-13 17:54:05,,
"199,278","110,183",2020-01-05 15:59:37,2020-07-20 08:31:56,"110183_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,282","110,190",2020-01-05 19:20:33,2020-07-20 08:32:03,"110190_1",black_physical,2020-01-21 18:00:40,2020-07-22 13:20:46,program_terminated,,2020-01-21 18:01:19,,
"199,286","110,197",2020-01-05 20:52:03,2020-01-05 20:52:03,PENDING-5-9896090-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,290","110,208",2020-01-06 04:45:22,2020-07-20 08:32:21,"110208_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,294","108,615",2020-01-06 13:56:27,2020-07-20 08:03:09,"108615_2",black_physical,2020-05-05 19:12:26,2020-07-22 13:20:46,program_terminated,,2020-05-05 19:13:13,,
"199,298","110,220",2020-01-06 15:06:39,2020-07-20 08:32:36,"110220_2",black_physical,2020-02-13 14:50:25,2020-07-22 13:20:46,program_terminated,,2020-02-13 14:51:30,,
"199,302","110,231",2020-01-06 15:52:47,2020-07-20 08:32:47,"110231_1",black_physical,2020-01-23 13:26:07,2020-07-22 13:20:46,program_terminated,,2020-01-23 13:39:02,,
"199,306","110,235",2020-01-06 16:12:44,2020-07-20 08:32:54,"110235_1",black_physical,2020-01-25 23:05:16,2020-07-22 13:20:46,program_terminated,,2020-01-25 23:05:31,,
"199,310","110,243",2020-01-06 17:05:30,2020-07-20 08:33:02,"110243_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,314","110,250",2020-01-06 19:13:28,2020-07-20 08:33:09,"110250_1",black_physical,2020-01-22 15:31:35,2020-07-22 13:20:46,program_terminated,,2020-01-22 15:31:58,,
"199,318","110,255",2020-01-06 21:15:21,2020-07-20 08:33:17,"110255_1",black_physical,2020-01-21 18:38:20,2020-07-22 13:20:46,program_terminated,,2020-01-21 18:39:07,,
"199,322","110,037",2020-01-06 22:06:07,2020-01-29 14:21:41,"110037_2",black_physical,2020-01-29 14:21:15,2020-07-22 13:20:46,program_terminated,,2020-01-29 14:21:41,,
"199,326","110,273",2020-01-07 00:41:20,2020-07-20 08:33:37,"110273_2",black_physical,2020-02-04 10:08:45,2020-07-22 13:20:46,program_terminated,,2020-02-04 10:09:04,,
"199,330","110,285",2020-01-07 02:30:38,2020-07-20 08:33:47,"110285_1",black_physical,2020-01-28 19:19:09,2020-07-22 13:20:46,program_terminated,,2020-01-28 19:20:06,,
"199,334","110,291",2020-01-07 04:06:56,2020-07-20 08:33:55,"110291_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,338","110,297",2020-01-07 06:26:47,2020-07-20 08:34:03,"110297_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,342","110,308",2020-01-07 13:43:51,2020-07-20 08:34:14,"110308_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,346","110,316",2020-01-07 14:59:18,2020-07-20 08:34:23,"110316_1",black_physical,2020-01-23 21:36:39,2020-07-22 13:20:46,program_terminated,,2020-01-23 21:56:52,,
"199,350","110,323",2020-01-07 16:06:36,2020-07-20 08:34:30,"110323_2",black_physical,2020-02-05 14:57:45,2020-07-22 13:20:46,program_terminated,,2020-02-05 14:58:58,,
"199,354","110,328",2020-01-07 16:37:45,2020-07-20 08:34:38,"110328_2",black_physical,2020-01-29 22:25:22,2020-07-22 13:20:46,program_terminated,,2020-02-14 12:00:11,,
"199,358","110,335",2020-01-07 17:43:37,2020-07-20 08:34:47,"110335_2",black_physical,2020-02-06 15:52:29,2020-07-22 13:20:46,program_terminated,,2020-02-06 21:06:11,,
"199,362","110,342",2020-01-07 18:30:51,2020-07-20 08:34:56,"110342_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,366","110,347",2020-01-07 19:45:28,2020-07-20 08:35:00,"110347_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,370","110,358",2020-01-07 22:50:50,2020-07-20 08:35:12,"110358_1",black_physical,2020-01-14 17:06:46,2020-07-22 13:20:46,program_terminated,,2020-01-14 17:07:14,,
"199,374","110,364",2020-01-08 00:22:56,2020-07-20 08:35:19,"110364_1",black_physical,2020-01-24 18:32:46,2020-07-22 13:20:46,program_terminated,,2020-01-24 18:33:03,,
"199,378","110,372",2020-01-08 01:59:20,2020-07-20 08:35:27,"110372_2",black_physical,2020-02-03 18:39:57,2020-07-22 13:20:46,program_terminated,,2020-02-03 18:40:08,,
"199,382","110,379",2020-01-08 03:19:33,2020-07-20 08:35:34,"110379_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,386","110,385",2020-01-08 09:15:21,2020-07-20 08:35:40,"110385_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,390","110,390",2020-01-08 12:02:04,2020-07-20 08:35:46,"110390_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,394","110,397",2020-01-08 14:40:56,2020-07-20 08:35:53,"110397_2",black_physical,2020-02-04 20:06:35,2020-07-22 13:20:46,program_terminated,,2020-03-21 18:13:09,,
"199,398","110,406",2020-01-08 15:48:08,2020-07-20 08:36:00,"110406_1",black_physical,2020-01-23 02:24:35,2020-07-22 13:20:46,program_terminated,,2020-01-23 02:24:53,,
"199,402","110,413",2020-01-08 16:57:38,2020-01-08 16:57:38,PENDING-5-7883555-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,167","109,982",2020-01-01 12:25:20,2020-07-20 08:28:32,"109982_1",black_physical,2020-07-09 09:21:40,2020-07-22 13:20:46,program_terminated,,2020-07-09 09:22:10,,
"199,171","109,987",2020-01-01 17:26:27,2020-07-20 08:28:38,"109987_1",black_physical,2020-03-23 20:12:51,2020-07-22 13:20:46,program_terminated,,2020-03-23 20:13:21,,
"199,175","109,991",2020-01-01 18:26:11,2020-04-01 14:21:51,"109991_1",black_physical,,2020-04-01 14:21:51,reported_lost,,,,
"199,179","109,998",2020-01-01 22:28:32,2020-07-20 08:28:50,"109998_1",black_physical,2020-01-24 00:51:03,2020-07-22 13:20:46,program_terminated,,2020-01-24 00:51:56,,
"199,183","110,006",2020-01-02 01:59:26,2020-07-20 08:28:59,"110006_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,187","110,014",2020-01-02 10:43:38,2020-07-20 08:29:03,"110014_1",black_physical,2020-04-28 22:17:36,2020-07-22 13:20:46,program_terminated,,2020-04-28 22:19:31,,
"199,191","110,023",2020-01-02 14:43:56,2020-07-20 08:29:09,"110023_1",black_physical,2020-01-17 15:36:41,2020-07-22 13:20:46,program_terminated,,2020-01-17 15:37:01,,
"199,195","110,028",2020-01-02 16:04:51,2020-07-20 08:29:15,"110028_1",black_physical,2020-02-01 18:33:55,2020-07-22 13:20:46,program_terminated,,2020-02-01 18:34:21,,
"199,199","110,033",2020-01-02 18:55:28,2020-07-20 08:29:20,"110033_1",black_physical,2020-01-22 02:58:23,2020-07-22 13:20:46,program_terminated,,2020-01-22 02:59:02,,
"199,203","110,041",2020-01-02 19:56:47,2020-07-20 08:29:28,"110041_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,207","110,050",2020-01-02 22:32:52,2020-07-20 08:29:39,"110050_1",black_physical,2020-02-26 13:02:17,2020-07-22 13:20:46,program_terminated,,2020-07-20 00:28:30,,
"199,211","110,056",2020-01-02 23:20:39,2020-07-20 08:29:43,"110056_15",black_physical,2020-04-25 17:36:04,2020-07-22 13:20:46,program_terminated,,2020-05-18 16:34:43,,
"199,215","110,061",2020-01-02 23:39:50,2020-07-20 08:29:49,"110061_4",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,219","110,066",2020-01-03 00:10:58,2020-07-20 08:29:54,"110066_3",black_physical,2020-02-04 12:03:32,2020-07-22 13:20:46,program_terminated,,2020-02-04 12:03:43,,
"199,223","110,080",2020-01-03 06:21:26,2020-07-20 08:30:05,"110080_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,227","110,086",2020-01-03 11:44:23,2020-07-20 08:30:13,"110086_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,231","110,093",2020-01-03 15:31:50,2020-07-20 08:30:24,"110093_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,235","110,097",2020-01-03 16:50:42,2020-07-20 08:30:27,"110097_3",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,239","110,107",2020-01-03 21:02:30,2020-07-20 08:30:40,"110107_11",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,243","110,114",2020-01-04 00:00:44,2020-07-20 08:30:44,"110114_3",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,247","110,119",2020-01-04 01:46:10,2020-07-20 08:30:49,"110119_1",black_physical,2020-03-05 21:43:19,2020-07-22 13:20:46,program_terminated,,2020-05-21 15:18:12,,
"199,251","110,125",2020-01-04 04:50:08,2020-07-20 08:30:58,"110125_3",black_physical,2020-02-10 20:08:23,2020-07-22 13:20:46,program_terminated,,2020-02-10 20:08:40,,
"199,255","110,133",2020-01-04 13:23:24,2020-07-20 08:31:08,"110133_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,259","110,138",2020-01-04 14:08:42,2020-07-20 08:31:14,"110138_1",black_physical,2020-01-27 23:30:24,2020-07-22 13:20:46,program_terminated,,2020-01-27 23:30:49,,
"199,263","110,142",2020-01-04 15:02:48,2020-07-20 08:31:19,"110142_2",black_physical,2020-02-20 17:45:49,2020-07-22 13:20:46,program_terminated,,2020-02-20 17:46:04,,
"199,267","110,157",2020-01-04 21:14:31,2020-01-17 16:41:48,"5e1100372317fafdd46e560f",orange_physical,2020-01-17 16:41:34,,program_terminated,,2020-01-17 16:41:48,,
"199,271","110,168",2020-01-05 05:32:55,2020-04-01 14:23:20,"110168_1",black_physical,,2020-04-01 14:23:20,reported_lost,,,,
"199,275","110,175",2020-01-05 12:38:57,2020-07-20 08:31:48,"110175_2",black_physical,2020-02-20 12:44:39,2020-07-22 13:20:46,program_terminated,,2020-02-20 12:45:14,,
"199,279","110,185",2020-01-05 16:03:57,2020-07-20 08:31:58,"110185_2",black_physical,2020-03-01 19:25:51,2020-07-22 13:20:46,program_terminated,,2020-03-01 19:26:15,,
"199,283","110,191",2020-01-05 19:34:41,2020-07-20 08:32:05,"110191_1",black_physical,2020-03-02 17:24:02,2020-07-22 13:20:46,program_terminated,,2020-03-02 17:25:00,,
"199,287","110,199",2020-01-05 22:44:30,2020-07-20 08:32:12,"110199_1",black_physical,2020-01-13 16:53:43,2020-07-22 13:20:46,program_terminated,,2020-01-13 16:53:54,,
"199,291","110,210",2020-01-06 11:25:54,2020-04-01 14:15:50,"110210_1",black_physical,,2020-04-01 14:15:50,reported_lost,,,,
"199,295","110,213",2020-01-06 14:17:23,2020-02-17 15:13:47,"110213_2",black_physical,2020-02-07 13:42:28,2020-02-17 15:13:47,reported_lost,,2020-02-07 13:42:57,,
"199,299","110,221",2020-01-06 15:10:14,2020-07-20 08:32:38,"110221_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,303","110,232",2020-01-06 16:04:44,2020-07-20 08:32:49,"110232_2",black_physical,2020-01-29 20:46:11,2020-07-22 13:20:46,program_terminated,,2020-01-29 20:46:34,,
"199,307","110,240",2020-01-06 16:56:16,2020-07-20 08:32:57,"110240_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,311","110,245",2020-01-06 17:26:33,2020-07-20 08:33:05,"110245_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,315","110,252",2020-01-06 19:49:52,2020-07-20 08:33:12,"110252_1",black_physical,2020-01-21 22:18:35,2020-07-22 13:20:46,program_terminated,,2020-01-21 22:18:53,,
"199,319","110,256",2020-01-06 21:23:21,2020-07-20 08:33:19,"110256_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,323","110,267",2020-01-06 22:46:59,2020-07-20 08:33:31,"110267_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,327","110,276",2020-01-07 00:52:14,2020-07-20 08:33:40,"110276_1",black_physical,2020-03-13 01:49:04,2020-07-22 13:20:46,program_terminated,,2020-03-13 01:49:41,,
"199,331","110,287",2020-01-07 03:21:56,2020-07-20 08:33:50,"110287_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,335","110,293",2020-01-07 04:41:33,2020-07-20 08:33:59,"110293_5",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,339","110,299",2020-01-07 09:36:33,2020-07-20 08:34:05,"110299_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,343","110,309",2020-01-07 14:22:30,2020-01-07 14:22:30,PENDING-5-9897051-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,347","110,317",2020-01-07 15:20:52,2020-07-20 08:34:24,"110317_1",black_physical,2020-07-07 12:56:46,2020-07-22 13:20:46,program_terminated,,2020-07-07 12:57:06,,
"199,351","110,325",2020-01-07 16:14:37,2020-04-02 20:50:47,"110325_1",black_physical,,2020-04-02 20:50:47,reported_lost,,,,
"199,355","110,329",2020-01-07 16:49:09,2020-07-20 08:34:39,"110329_2",black_physical,2020-02-06 20:27:14,2020-07-22 13:20:46,program_terminated,,2020-02-06 20:27:30,,
"199,359","110,336",2020-01-07 17:55:04,2020-07-20 08:34:48,"110336_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,363","110,343",2020-01-07 18:37:36,2020-07-20 08:34:57,"110343_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,367","110,351",2020-01-07 20:12:40,2020-07-20 08:35:03,"110351_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,371","110,360",2020-01-07 23:34:43,2020-07-20 08:35:13,"110360_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,375","110,367",2020-01-08 00:56:08,2020-07-20 08:35:21,"110367_1",black_physical,2020-04-22 00:13:01,2020-07-22 13:20:46,program_terminated,,2020-04-22 00:13:15,,
"199,379","110,375",2020-01-08 02:19:53,2020-07-20 08:35:30,"110375_2",black_physical,2020-02-12 12:14:34,2020-07-22 13:20:46,program_terminated,,2020-02-12 12:15:16,,
"199,383","110,380",2020-01-08 03:29:40,2020-07-20 08:35:36,"110380_1",black_physical,2020-01-22 19:31:44,2020-07-22 13:20:46,program_terminated,,2020-01-22 19:31:57,,
"199,387","110,386",2020-01-08 10:05:00,2020-07-20 08:35:42,"110386_2",black_physical,2020-02-05 19:20:43,2020-07-22 13:20:46,program_terminated,,2020-02-05 19:20:58,,
"199,391","110,391",2020-01-08 12:14:53,2020-07-20 08:35:48,"110391_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,395","110,398",2020-01-08 14:41:52,2020-07-20 08:35:54,"110398_2",black_physical,2020-02-08 16:03:46,2020-07-22 13:20:46,program_terminated,,2020-02-08 16:04:59,,
"199,399","110,407",2020-01-08 15:58:51,2020-07-20 08:36:02,"110407_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,403","110,414",2020-01-08 17:03:39,2020-07-20 08:36:08,"110414_2",black_physical,2020-02-06 13:33:02,2020-07-22 13:20:46,program_terminated,,2020-02-06 13:33:33,,
"199,407","110,420",2020-01-08 18:19:04,2020-07-20 08:36:17,"110420_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,411","110,427",2020-01-08 20:04:03,2020-01-08 20:04:03,PENDING-5-9897953-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,415","110,437",2020-01-08 21:31:40,2020-01-08 21:31:40,PENDING-5-9898003-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,419","110,444",2020-01-08 23:06:30,2020-07-20 08:36:45,"110444_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,423","110,448",2020-01-08 23:16:44,2020-07-20 08:36:51,"110448_2",black_physical,2020-02-04 21:17:03,2020-07-22 13:20:46,program_terminated,,2020-02-04 21:18:13,,
"199,427","110,454",2020-01-08 23:49:07,2020-07-20 08:36:58,"110454_2",black_physical,2020-03-06 23:28:16,2020-07-22 13:20:46,program_terminated,,2020-03-06 23:28:38,,
"199,431","110,459",2020-01-09 00:26:32,2020-07-20 08:37:06,"110459_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,435","110,464",2020-01-09 00:48:12,2020-07-20 08:37:12,"110464_2",black_physical,2020-02-13 20:32:03,2020-07-22 13:20:46,program_terminated,,2020-02-13 20:32:58,,
"199,439","110,469",2020-01-09 01:33:16,2020-07-20 08:37:18,"110469_2",black_physical,2020-02-13 14:44:49,2020-07-22 13:20:46,program_terminated,,2020-02-13 14:45:32,,
"199,443","110,478",2020-01-09 03:15:38,2020-07-20 08:37:31,"110478_1",black_physical,2020-01-18 00:16:02,2020-07-22 13:20:46,program_terminated,,2020-01-18 00:16:23,,
"199,447","110,484",2020-01-09 05:12:55,2020-07-20 08:37:36,"110484_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,451","110,490",2020-01-09 11:49:32,2020-07-20 08:37:45,"110490_1",black_physical,2020-01-24 20:59:50,2020-07-22 13:20:46,program_terminated,,2020-01-24 21:00:11,,
"199,455","110,495",2020-01-09 12:29:08,2020-07-20 08:37:50,"110495_2",black_physical,2020-02-05 09:21:13,2020-07-22 13:20:46,program_terminated,,2020-02-05 09:21:55,,
"199,459","110,503",2020-01-09 14:46:29,2020-07-20 08:37:58,"110503_2",black_physical,2020-02-05 19:03:28,2020-07-22 13:20:46,program_terminated,,2020-06-06 14:23:57,,
"199,463","110,509",2020-01-09 15:43:55,2020-07-20 08:38:01,"110509_1",black_physical,2020-02-14 19:23:04,2020-07-22 13:20:46,program_terminated,,2020-02-14 19:23:21,,
"199,467","110,518",2020-01-09 17:50:20,2020-07-20 08:38:08,"110518_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,471","110,526",2020-01-09 19:46:46,2020-07-20 08:38:18,"110526_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,475","110,531",2020-01-09 21:05:55,2020-07-20 08:38:23,"110531_2",black_physical,2020-03-07 04:22:48,2020-07-22 13:20:46,program_terminated,,2020-03-07 04:23:09,,
"199,479","110,538",2020-01-09 22:39:36,2020-07-20 08:38:31,"110538_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,483","110,547",2020-01-10 02:58:10,2020-07-20 08:38:37,"110547_2",black_physical,2020-03-02 00:08:06,2020-07-22 13:20:46,program_terminated,,2020-03-02 00:09:29,,
"199,487","110,559",2020-01-10 13:50:34,2020-07-20 08:38:45,"110559_2",black_physical,2020-02-08 15:23:45,2020-07-22 13:20:46,program_terminated,,2020-02-08 15:23:58,,
"199,491","110,576",2020-01-10 17:10:54,2020-07-20 08:38:59,"110576_2",black_physical,2020-02-04 19:43:13,2020-07-22 13:20:46,program_terminated,,2020-02-04 19:43:27,,
"199,495","110,586",2020-01-10 19:11:03,2020-07-20 08:39:12,"110586_1",black_physical,2020-01-24 13:27:03,2020-07-22 13:20:46,program_terminated,,2020-01-24 13:28:16,,
"199,499","110,599",2020-01-10 22:28:56,2020-07-20 08:39:31,"110599_1",black_physical,2020-01-31 14:13:02,2020-07-22 13:20:46,program_terminated,,2020-01-31 14:13:15,,
"199,503","110,612",2020-01-11 11:04:01,2020-07-20 08:39:44,"110612_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,507","110,618",2020-01-11 15:31:02,2020-07-20 08:39:49,"110618_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,511","110,625",2020-01-11 18:02:40,2020-07-20 08:39:58,"110625_7",black_physical,2020-04-10 23:08:18,2020-07-22 13:20:46,program_terminated,,2020-04-10 23:09:00,,
"199,515","110,630",2020-01-11 19:18:02,2020-07-20 08:40:04,"110630_1",black_physical,2020-01-22 18:25:16,2020-07-22 13:20:46,program_terminated,,2020-01-23 02:05:12,,
"199,519","110,636",2020-01-11 21:56:41,2020-07-20 08:40:12,"110636_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,523","110,644",2020-01-12 00:20:49,2020-07-20 08:40:20,"110644_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,527","110,653",2020-01-12 03:07:30,2020-07-20 08:40:28,"110653_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,531","110,663",2020-01-12 10:51:53,2020-07-20 08:40:37,"110663_1",black_physical,2020-01-24 00:21:05,2020-07-22 13:20:46,program_terminated,,2020-01-28 10:44:31,,
"199,535","110,671",2020-01-12 17:40:07,2020-01-12 17:40:07,PENDING-5-9899446-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,539","110,675",2020-01-12 18:54:07,2020-07-20 08:40:53,"110675_2",black_physical,2020-01-24 01:27:11,2020-07-22 13:20:46,program_terminated,,2020-01-24 01:27:24,,
"199,543","110,686",2020-01-12 22:02:30,2020-07-20 08:40:59,"110686_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,547","110,691",2020-01-13 00:40:14,2020-07-20 08:41:05,"110691_5",black_physical,2020-04-10 02:17:00,2020-07-22 13:20:46,program_terminated,,2020-04-10 02:17:19,,
"199,551","110,697",2020-01-13 04:00:10,2020-07-20 08:41:11,"110697_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,555","110,706",2020-01-13 12:31:39,2020-07-20 08:41:19,"110706_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,559","110,713",2020-01-13 14:09:41,2020-07-20 08:41:26,"110713_2",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,563","110,723",2020-01-13 17:07:57,2020-07-20 08:41:35,"110723_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,567","110,731",2020-01-13 19:18:06,2020-07-20 08:41:44,"110731_1",black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,571","110,742",2020-01-13 22:03:10,2020-01-13 22:03:10,PENDING-5-8650735-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,575","110,753",2020-01-14 00:35:09,2020-07-20 08:41:58,"110753_2",black_physical,2020-02-06 14:28:16,2020-07-22 13:20:46,program_terminated,,2020-02-06 14:28:38,,
"199,579","110,759",2020-01-14 01:45:24,2020-01-14 01:45:24,PENDING-5-9901287-debit-physical-BRL,black_physical,,2020-07-22 13:20:46,program_terminated,,,,
"199,583","110,765",2020-01-14 05:38:50,2020-07-20 08:42:10,"110765_1",black_physical,2020-01-23 23:39:30,2020-07-22 13:20:46,program_terminated,,2020-01-23 23:39:50,,
